Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban,Light Cleaned Text,Advanced Cleaned Text,Hard Cleaned Text,Fire Probability,Predicted Label,is_wildland_pred,is_urban_pred
Mon Aug 12 22:14:24 +0000 2024,1823120880207069411,straβο rouθouni,"@ArisPortosalte Με τέτοια φωτιά αν γελοιοποιούνται αυτές οι λιγδες,φαντάσου οι τής κυβέρνησης τι πρέπει να παθαίνουν .",3,0,,,,"Με τέτοια φωτιά αν γελοιοποιούνται αυτές οι λιγδες,φαντάσου οι τής κυβέρνησης τι πρέπει να παθαίνουν .","με τετοια φωτια αν γελοιοποιουνται αυτες οι λιγδες,φαντασου οι της κυβερνησης τι πρεπει να παθαινουν .",φωτια γελοιοποιουνται λιγδες φαντασου της κυβερνηση παθαινω,0.006,0,0,0
Mon Aug 12 22:14:01 +0000 2024,1823120785005035804,Counselor,#Εκκενώθηκε η Μονή Αγίου Γεωργίου #Βρανά... Αναζωπύρωση στο #Μαραθώνα...  #φωτια #πυρκαγιες #αττικη,4,7,,,,#Εκκενώθηκε η Μονή Αγίου Γεωργίου #Βρανά... Αναζωπύρωση στο #Μαραθώνα... #φωτια #πυρκαγιες #αττικη,#εκκενωθηκε η μονη αγιου γεωργιου #βρανα... αναζωπυρωση στο #μαραθωνα... #φωτια #πυρκαγιες #αττικη,εκκενωθηκε μονη αγιος γεωργιος βρανα αναζωπυρωση μαραθωνας φωτια πυρκαγια αττικη,0.976,1,0,1
Mon Aug 12 22:13:59 +0000 2024,1823120776834568661,Larry 🇬🇷,"@ArostotleR @Orfeaas_ @mou_poni Γτ ποιος μαλακας κάνει ασφάλιση σπιτιού σε αστικό ιστό, που σε χώρα που δεν είναι ελλαδισταν, δε γίνεται να κινδυνεύει από πυρκαγιά",2,0,,,,"Γτ ποιος μαλακας κάνει ασφάλιση σπιτιού σε αστικό ιστό, που σε χώρα που δεν είναι ελλαδισταν, δε γίνεται να κινδυνεύει από πυρκαγιά","γτ ποιος μαλακας κανει ασφαλιση σπιτιου σε αστικο ιστο, που σε χωρα που δεν ειναι ελλαδισταν, δε γινεται να κινδυνευει απο πυρκαγια",γτ ποιος μαλακας κανω ασφαλιση σπιτιου αστικος ιστος χωρα ελλαδισταν γινομαι κινδυνευω πυρκαγια,0.007,0,0,0
Mon Aug 12 22:13:45 +0000 2024,1823120717267030196,nd vaggelis,@ntalaoura Περιμένουν να πάρουν φωτιά τα σπίτια και μετά γίνεται επέμβαση δεν προλαβαίνουν να το σβήσουν όσο είναι μικρή αστεία.,1,0,,,,Περιμένουν να πάρουν φωτιά τα σπίτια και μετά γίνεται επέμβαση δεν προλαβαίνουν να το σβήσουν όσο είναι μικρή αστεία.,περιμενουν να παρουν φωτια τα σπιτια και μετα γινεται επεμβαση δεν προλαβαινουν να το σβησουν οσο ειναι μικρη αστεια.,περιμενω παρουν φωτια σπιτι γινομαι επεμβαση προλαβαινω σβω μικρος αστεια,0.006,0,0,0
Mon Aug 12 22:13:39 +0000 2024,1823120690322518450,🖤 Dimis13🖤,@lovevoulis Κάθε καλοκαίρι καίγεται ο τόπος μας δυστυχώς!,0,0,,,,Κάθε καλοκαίρι καίγεται ο τόπος μας δυστυχώς!,καθε καλοκαιρι καιγεται ο τοπος μας δυστυχως!,καλοκαιρι καιγω τοπος δυστυχως,0.008,0,0,0
Mon Aug 12 22:13:38 +0000 2024,1823120686459809884,la_vengeance,"@KesyFZ Η κουβέντα αρχίζει και τελειώνει πως έχουν πάρει  την δασοπυροσβεση από την Δασική Υπηρεσία. Η κάθε περιοχή,το κάθε βουνό έχει την δικια του ιδιομορφία. Δεν κυνηγούσαν την φωτιά αλλά ήξεραν πού θα τους δωθεί η ευκαιρία να την σβήσουν και την έσβηναν",1,0,,,,"Η κουβέντα αρχίζει και τελειώνει πως έχουν πάρει την δασοπυροσβεση από την Δασική Υπηρεσία. Η κάθε περιοχή,το κάθε βουνό έχει την δικια του ιδιομορφία. Δεν κυνηγούσαν την φωτιά αλλά ήξεραν πού θα τους δωθεί η ευκαιρία να την σβήσουν και την έσβηναν","η κουβεντα αρχιζει και τελειωνει πως εχουν παρει την δασοπυροσβεση απο την δασικη υπηρεσια. η καθε περιοχη,το καθε βουνο εχει την δικια του ιδιομορφια. δεν κυνηγουσαν την φωτια αλλα ηξεραν που θα τους δωθει η ευκαιρια να την σβησουν και την εσβηναν",κουβεντα αρχιζω τελειωνω παρει δασοπυροσβεση δασικος υπηρεσια περιοχη βουνο δικια ιδιομορφια κυνηγω φωτια ηξεραν δωθει ευκαιρια σβηζω εσβηναν,0.009,0,0,0
Mon Aug 12 22:12:53 +0000 2024,1823120498840281444,Λουκιανός,Έχουμε νεκρό σε #φωτιά σύντροφοι https://t.co/Fy3S4St4bZ,0,0,,,,Έχουμε νεκρό σε #φωτιά σύντροφοι,εχουμε νεκρο σε #φωτια συντροφοι,νεκρος φωτια συντροφοι,0.015,0,0,0
Mon Aug 12 22:12:26 +0000 2024,1823120387493744710,AntetoQ34,Αρχίσαμε να βρίσκουμε και νεκρούς   Δύναμη σε όλους εύχομαι   Υ.Γ Μην αρχίσετε όλα τα κομματοσκυλα να λέτε μαλακιες γιατί αν καταλαβαίνετε ξέρετε ότι όλοι έχουν βάλει το χέρι τους και όλοι οι πολιτικοί φταίνε...  Εδώ και χρόνια καίμε όλη την Ελλάδα φέτος ειπαμε για Αττική  #φωτιά,9,1,,,,Αρχίσαμε να βρίσκουμε και νεκρούς Δύναμη σε όλους εύχομαι Υ.Γ Μην αρχίσετε όλα τα κομματοσκυλα να λέτε μαλακιες γιατί αν καταλαβαίνετε ξέρετε ότι όλοι έχουν βάλει το χέρι τους και όλοι οι πολιτικοί φταίνε... Εδώ και χρόνια καίμε όλη την Ελλάδα φέτος ειπαμε για Αττική #φωτιά,αρχισαμε να βρισκουμε και νεκρους δυναμη σε ολους ευχομαι υ.γ μην αρχισετε ολα τα κομματοσκυλα να λετε μαλακιες γιατι αν καταλαβαινετε ξερετε οτι ολοι εχουν βαλει το χερι τους και ολοι οι πολιτικοι φταινε... εδω και χρονια καιμε ολη την ελλαδα φετος ειπαμε για αττικη #φωτια,αρχισαμε βρισκω νεκρος δυναμη ευχομαι υ γ αρχισετε κομματοσκυλ λετε μαλακιες καταλαβαινω ξερετε βαζω χερι πολιτικος φταινε χρονος καιμε ελλαδα φετος ειπαμε αττικος φωτια,0.01,0,0,0
Mon Aug 12 22:12:20 +0000 2024,1823120358301384908,black pit??,Φωτιά στην Αττική: Σορός απανθρακωμένης γυναίκας βρέθηκε στα Βριλήσσια https://t.co/UfJOnCG2PA,0,0,,,,Φωτιά στην Αττική: Σορός απανθρακωμένης γυναίκας βρέθηκε στα Βριλήσσια,φωτια στην αττικη: σορος απανθρακωμενης γυναικας βρεθηκε στα βριλησσια,φωτια αττικος σορος απανθρακωμενος γυναικα βρεθηκε βριλησσιο,0.875,1,0,0
Mon Aug 12 22:12:17 +0000 2024,1823120348121850177,Μαύρος Ίσκιος,@SinglOnhstikia Λεπτομέρειες. Η γενική εικόνα είναι βελτιωμένη. Πριν 30 χρόνια βρήκαν  μετά από φωτιά στην Πάρνηθα έναν νεκρό με μαγιό και βατραχοπέδιλα πάνω σε δέντρο . Τον είχε πάρει Σινούκ στον κάδο του κατά λάθος και τον έριξε στην κατάσβεση. Shit happens always...,2,0,,,,Λεπτομέρειες. Η γενική εικόνα είναι βελτιωμένη. Πριν 30 χρόνια βρήκαν μετά από φωτιά στην Πάρνηθα έναν νεκρό με μαγιό και βατραχοπέδιλα πάνω σε δέντρο . Τον είχε πάρει Σινούκ στον κάδο του κατά λάθος και τον έριξε στην κατάσβεση. Shit happens always...,λεπτομερειες. η γενικη εικονα ειναι βελτιωμενη. πριν 30 χρονια βρηκαν μετα απο φωτια στην παρνηθα εναν νεκρο με μαγιο και βατραχοπεδιλα πανω σε δεντρο . τον ειχε παρει σινουκ στον καδο του κατα λαθος και τον εριξε στην κατασβεση. shit happens always...,λεπτομερεια γενικος εικονα βελτιωμενη χρονος βρηκαν φωτια παρνηθα νεκρος μαγιο βατραχοπεδιλα δεντρο παρει σινουκ καδος λαθος εριξε κατασβεση shit happens always,0.008,0,0,0
Mon Aug 12 22:12:16 +0000 2024,1823120342069416391,GEORGE DRACHTIDAKOS,Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &amp;#8211; Συγκλονίζει κάτοικος της Πεντέλης που τράκαρε για να γλιτώσει από τη φωτιά https://t.co/Lpg1KzgNT6,1,0,,,,Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &#8211; Συγκλονίζει κάτοικος της Πεντέλης που τράκαρε για να γλιτώσει από τη φωτιά,φωτια στην αττικη: «λυπαμαι που ειμαι ελληνας» &#8211; συγκλονιζει κατοικος της πεντελης που τρακαρε για να γλιτωσει απο τη φωτια,φωτια αττικος λυπαμαι ελληνας συγκλονιζει κατοικος πεντελης τρακαρε γλιτωνω φωτια,0.226,0,0,0
Mon Aug 12 22:12:13 +0000 2024,1823120329725874466,GEORGE DRACHTIDAKOS,Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &amp;#8211; Συγκλονίζει κάτοικος της Πεντέλης που τράκαρε για να γλιτώσει από τη φωτιά https://t.co/Lpg1KzhlIE,1,0,,,,Φωτιά στην Αττική: «Λυπάμαι που είμαι Έλληνας» &#8211; Συγκλονίζει κάτοικος της Πεντέλης που τράκαρε για να γλιτώσει από τη φωτιά,φωτια στην αττικη: «λυπαμαι που ειμαι ελληνας» &#8211; συγκλονιζει κατοικος της πεντελης που τρακαρε για να γλιτωσει απο τη φωτια,φωτια αττικος λυπαμαι ελληνας συγκλονιζει κατοικος πεντελης τρακαρε γλιτωνω φωτια,0.226,0,0,0
Mon Aug 12 22:12:06 +0000 2024,1823120299904356496,Πάνος Συνοδινός,"@TzelaDelt @46spiros Βρε να ζητήσεις. Αν όμως ΤΗΝ ΩΡΑ που καίγεται το σπίτι σου εσυ κάθεσαι και ασχολείσαι με τέτοια, έχεις ή δεν έχεις πρόβλημα;",0,0,,,,"Βρε να ζητήσεις. Αν όμως ΤΗΝ ΩΡΑ που καίγεται το σπίτι σου εσυ κάθεσαι και ασχολείσαι με τέτοια, έχεις ή δεν έχεις πρόβλημα;","βρε να ζητησεις. αν ομως την ωρα που καιγεται το σπιτι σου εσυ καθεσαι και ασχολεισαι με τετοια, εχεις η δεν εχεις προβλημα;",βρε ζητησεις ωρα καιω σπιτι εσυ καθεσαι ασχολεισαι η προβλημα,0.007,0,0,0
Mon Aug 12 22:11:58 +0000 2024,1823120265989042407,LiFO,Φωτιά στην Αττική: Ριπαίοι άνεμοι από τα ξημερώματα - Ελαφρώς βελτιωμένη η εικόνα στα πύρινα μέτωπα | LiFO https://t.co/dmvWDwSYmp,1,1,,,,Φωτιά στην Αττική: Ριπαίοι άνεμοι από τα ξημερώματα - Ελαφρώς βελτιωμένη η εικόνα στα πύρινα μέτωπα | LiFO,φωτια στην αττικη: ριπαιοι ανεμοι απο τα ξημερωματα - ελαφρως βελτιωμενη η εικονα στα πυρινα μετωπα | lifo,φωτια αττικος ριπαιοι ανεμος ξημερωματα ελαφρως βελτιωμενη εικονα πυρινος μετωπο lifo,0.976,1,1,0
Mon Aug 12 22:11:49 +0000 2024,1823120230706487384,Bazinga,@Aristeides1982 Μα ειρωνικά το γράφω... διότι αυτά ήταν τα λόγια της ίδιας της κυβέρνησης ΝΔ. Το ερώτημα δεν είναι γιατί δεν νοικιάσαμε αυτό ή εκείνο... είναι ότι για πέμπτη χρονιά η ίδια κυβέρνηση είναι ανίκανη να σβήσει μια προβλεπόμενη πυρκαγιά μέσα στην Αθήνα. Πάλι.,0,0,,,,Μα ειρωνικά το γράφω... διότι αυτά ήταν τα λόγια της ίδιας της κυβέρνησης ΝΔ. Το ερώτημα δεν είναι γιατί δεν νοικιάσαμε αυτό ή εκείνο... είναι ότι για πέμπτη χρονιά η ίδια κυβέρνηση είναι ανίκανη να σβήσει μια προβλεπόμενη πυρκαγιά μέσα στην Αθήνα. Πάλι.,μα ειρωνικα το γραφω... διοτι αυτα ηταν τα λογια της ιδιας της κυβερνησης νδ. το ερωτημα δεν ειναι γιατι δεν νοικιασαμε αυτο η εκεινο... ειναι οτι για πεμπτη χρονια η ιδια κυβερνηση ειναι ανικανη να σβησει μια προβλεπομενη πυρκαγια μεσα στην αθηνα. παλι.,ειρωνικα γραφω διοτι λογος ιδιος κυβερνηση νδ ερωτημα νοικιασαμε η πεμπτος χρονια κυβερνηση ανικανη σβησει προβλεπομενος πυρκαγια αθηνα,0.005,0,0,0
Mon Aug 12 22:11:36 +0000 2024,1823120176679682187,Τανιωωω♐,⚠️ Ενεργοποίηση 1️⃣1️⃣2️⃣ 🔥 Δασική πυρκαγιά στην Ελλάδα ❗ Παραμείνετε σε ετοιμότητα   Εκκενώστε το Πλανήτη   Μόνο αυτό δε μας έχουν στείλει ακόμα😢,13,4,,,,Ενεργοποίηση Δασική πυρκαγιά στην Ελλάδα Παραμείνετε σε ετοιμότητα Εκκενώστε το Πλανήτη Μόνο αυτό δε μας έχουν στείλει ακόμα,ενεργοποιηση δασικη πυρκαγια στην ελλαδα παραμεινετε σε ετοιμοτητα εκκενωστε το πλανητη μονο αυτο δε μας εχουν στειλει ακομα,ενεργοποιηση δασικος πυρκαγια ελλαδα παραμεινετε ετοιμοτητα εκκενωστε πλανητης στειλει,0.933,1,1,1
Mon Aug 12 22:11:15 +0000 2024,1823120088712577412,Mike finds a way,@myrtozax 1-0. Οι καιρικές συνθήκες φταίνε που μια μικρή φωτιά στον Βαρνάβα έφτασε 40 χιλιόμετρα μακριά και έκαψε το Χαλάνδρι. Ο κούλης που έχει διαλύσει τον κρατικό μηχανισμό για να βολέψει γαλάζιους αχρήστους δε φταίει. Κάνε και λίγο μπεεεεεε.,4,1,,,,1-0. Οι καιρικές συνθήκες φταίνε που μια μικρή φωτιά στον Βαρνάβα έφτασε 40 χιλιόμετρα μακριά και έκαψε το Χαλάνδρι. Ο κούλης που έχει διαλύσει τον κρατικό μηχανισμό για να βολέψει γαλάζιους αχρήστους δε φταίει. Κάνε και λίγο μπεεεεεε.,1-0. οι καιρικες συνθηκες φταινε που μια μικρη φωτια στον βαρναβα εφτασε 40 χιλιομετρα μακρια και εκαψε το χαλανδρι. ο κουλης που εχει διαλυσει τον κρατικο μηχανισμο για να βολεψει γαλαζιους αχρηστους δε φταιει. κανε και λιγο μπεεεεεε.,καιρικος συνθηκη φταινε μικρος φωτια βαρναβας εφτασε χιλιομετρο μακρια εκαψε χαλανδρι κουλης διαλυζω κρατικος μηχανισμος βολεψει γαλαζιος αχρηστος φταιει κανε μπεεεεεε,0.028,0,0,0
Mon Aug 12 22:11:10 +0000 2024,1823120066319204475,Maria telwnh,Κατάλαβε η Κυβέρνηση οτι γελοιοποιηθηκε -και- με την πυρκαγιά και εβαλε τα μεγάλα μέσα να την ξελασπωσουν,0,0,,,,Κατάλαβε η Κυβέρνηση οτι γελοιοποιηθηκε -και- με την πυρκαγιά και εβαλε τα μεγάλα μέσα να την ξελασπωσουν,καταλαβε η κυβερνηση οτι γελοιοποιηθηκε -και- με την πυρκαγια και εβαλε τα μεγαλα μεσα να την ξελασπωσουν,καταλαβε κυβερνηση οτι γελοιοποιηθηκε και πυρκαγια εβαλε μεγαλος ξελασπωσουν,0.007,0,0,0
Mon Aug 12 22:11:05 +0000 2024,1823120047189209312,Dnews,Φωτιά στην Αττική: Σορός απανθρακωμένης γυναίκας βρέθηκε στα Βριλήσσια #ΦΩΤΙΑ_ΤΩΡΑ #ΦΩΤΙΑ https://t.co/YUNehVH1PH,6,1,,,,Φωτιά στην Αττική: Σορός απανθρακωμένης γυναίκας βρέθηκε στα Βριλήσσια #ΦΩΤΙΑ_ΤΩΡΑ #ΦΩΤΙΑ,φωτια στην αττικη: σορος απανθρακωμενης γυναικας βρεθηκε στα βριλησσια #φωτια_τωρα #φωτια,φωτια αττικος σορος απανθρακωμενος γυναικα βρεθηκε βριλησσιο φωτια τωρα φωτια,0.804,1,0,0
Mon Aug 12 22:11:05 +0000 2024,1823120046069268880,neakriti.gr,#Φωτιά στην #Αττική: Βρέθηκε απανθρακωμένη σορός γυναίκας σε κτήριο που κάηκε στα Βριλήσσια https://t.co/CvhPgY4PnV,5,0,,,,#Φωτιά στην #Αττική: Βρέθηκε απανθρακωμένη σορός γυναίκας σε κτήριο που κάηκε στα Βριλήσσια,#φωτια στην #αττικη: βρεθηκε απανθρακωμενη σορος γυναικας σε κτηριο που καηκε στα βριλησσια,φωτια αττικος βρεθηκε απανθρακωμενη σορος γυναικα κτηριο καηκε βριλησσιο,0.94,1,0,1
Mon Aug 12 22:11:00 +0000 2024,1823120023235559780,Πάνος Συνοδινός,"Γαλαζαίοι πρόπερσι: η χώρα δέχεται επίθεση, πλέον είναι θέμα της ΕΥΠ.  Γαλαζαίοι πέρσι: η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ.  Γαλαζαίοι φέτος: η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ.  Γαλαζαίοι του χρονου : η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ.",103,18,,,,"Γαλαζαίοι πρόπερσι: η χώρα δέχεται επίθεση, πλέον είναι θέμα της ΕΥΠ. Γαλαζαίοι πέρσι: η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ. Γαλαζαίοι φέτος: η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ. Γαλαζαίοι του χρονου : η χώρα δέχεται επιθεση, πλέον είναι θέμα της ΕΥΠ.","γαλαζαιοι προπερσι: η χωρα δεχεται επιθεση, πλεον ειναι θεμα της ευπ. γαλαζαιοι περσι: η χωρα δεχεται επιθεση, πλεον ειναι θεμα της ευπ. γαλαζαιοι φετος: η χωρα δεχεται επιθεση, πλεον ειναι θεμα της ευπ. γαλαζαιοι του χρονου : η χωρα δεχεται επιθεση, πλεον ειναι θεμα της ευπ.",γαλαζαιοι χωρα δεχομαι επιθεση θεμα ευπ γαλαζαιοι χωρα δεχομαι επιθεση θεμα ευπ γαλαζαιοι φετος χωρα δεχομαι επιθεση θεμα ευπ γαλαζαιοι χρονος χωρα δεχομαι επιθεση θεμα ευπ,0.01,0,0,0
Mon Aug 12 22:10:46 +0000 2024,1823119964364218715,DoGgo,@ellada24 Τom Hardαλιας και Bill κιkillιας Δυάδα φωτιά,0,0,,,,Τom Hardαλιας και Bill κιkillιας Δυάδα φωτιά,τom hardαλιας και bill κιkillιας δυαδα φωτια,τom hardαλιας bill κιkillιας δυαδα φωτια,0.032,0,0,0
Mon Aug 12 22:10:44 +0000 2024,1823119955681787967,αστυνόμος_μπέκας (inspector_bekas) 🔴⚪🔴,Εν ετει 2024 να καίγεται άνθρωπος 15 χιλιόμετρα από το κέντρο της Αθήνας από μια ανεξέλεγκτη πυρκαγιά 2 ημερών.. Ντροπή και μόνο... #φωτια,25,1,,,,Εν ετει 2024 να καίγεται άνθρωπος 15 χιλιόμετρα από το κέντρο της Αθήνας από μια ανεξέλεγκτη πυρκαγιά 2 ημερών... Ντροπή και μόνο... #φωτια,εν ετει 2024 να καιγεται ανθρωπος 15 χιλιομετρα απο το κεντρο της αθηνας απο μια ανεξελεγκτη πυρκαγια 2 ημερων... ντροπη και μονο... #φωτια,ετει καιω ανθρωπος χιλιομετρο κεντρο αθηνα ανεξελεγκτος πυρκαγια ημερος ντροπη φωτια,0.599,1,0,1
Mon Aug 12 22:10:42 +0000 2024,1823119950149775625,LEON_ALBA,"@andrikeloss Απλά, δείτε πως έσβησε η πυρκαγιά στο ίδιο μέρος (Βαρνάβας), το 2021! Ποιός θα αποζημιώσει την Ελλάδα από αυτές τις επιπτώσεις του εμπάργκο της Ε.Ε. στη Ρωσία?  Η φον ντερ Λάιεν? https://t.co/yHYNEmvnf3",3,3,,,,"Απλά, δείτε πως έσβησε η πυρκαγιά στο ίδιο μέρος (Βαρνάβας), το 2021! Ποιός θα αποζημιώσει την Ελλάδα από αυτές τις επιπτώσεις του εμπάργκο της Ε.Ε. στη Ρωσία? Η φον ντερ Λάιεν?","απλα, δειτε πως εσβησε η πυρκαγια στο ιδιο μερος (βαρναβας), το 2021! ποιος θα αποζημιωσει την ελλαδα απο αυτες τις επιπτωσεις του εμπαργκο της ε.ε. στη ρωσια? η φον ντερ λαιεν?",απλα δειτε εσβησε πυρκαγια μερος βαρναβας αποζημιωσει ελλαδα επιπτωση εμπαργκο ε ε ρωσια φον ντερ λαιεν,0.026,0,0,0
Mon Aug 12 22:10:13 +0000 2024,1823119827596435538,Makeleio.gr,Φωτιά στην Αττική: Αναζωπύρωση στη «γραμμή» Γραμματικού – Μαραθώνα https://t.co/zz4ATLamVE https://t.co/Jc8c8Z9h9A,2,0,,,,Φωτιά στην Αττική: Αναζωπύρωση στη «γραμμή» Γραμματικού – Μαραθώνα,φωτια στην αττικη: αναζωπυρωση στη «γραμμη» γραμματικου – μαραθωνα,φωτια αττικος αναζωπυρωση γραμμη γραμματικος μαραθωνας,0.99,1,0,0
Mon Aug 12 22:10:12 +0000 2024,1823119822248722647,Makeleio.gr,Φωτιά στη Γλυφάδα – Χειροπέδες σε 2 μαθητές γυμνασίου https://t.co/pUoZTqPXfo https://t.co/3k9FSTEqOO,2,0,,,,Φωτιά στη Γλυφάδα – Χειροπέδες σε 2 μαθητές γυμνασίου,φωτια στη γλυφαδα – χειροπεδες σε 2 μαθητες γυμνασιου,φωτια γλυφαδα χειροπεδες μαθητης γυμνασιους,0.378,1,0,1
Mon Aug 12 22:10:09 +0000 2024,1823119812580794673,Makeleio.gr,Δείτε τι πρέπει να κάνετε αν μπει καπνός από φωτιά στα μάτια σας! https://t.co/AXG84lQPza https://t.co/RmNvut6C9P,1,0,,,,Δείτε τι πρέπει να κάνετε αν μπει καπνός από φωτιά στα μάτια σας!,δειτε τι πρεπει να κανετε αν μπει καπνος απο φωτια στα ματια σας!,δειτε κανω μπει καπνος φωτια ματι,0.007,0,0,0
Mon Aug 12 22:09:55 +0000 2024,1823119753650540689,petamenos,"Όπως το πάνε,   σε λίγο θα μας βάλουν ανεμογεννήτριες και στον κωλο #πυρκαγιά #Φωτια_τωρα  #φωτια",14,0,,,,"Όπως το πάνε, σε λίγο θα μας βάλουν ανεμογεννήτριες και στον κωλο #πυρκαγιά #Φωτια_τωρα #φωτια","οπως το πανε, σε λιγο θα μας βαλουν ανεμογεννητριες και στον κωλο #πυρκαγια #φωτια_τωρα #φωτια",πανε βαλουν ανεμογεννητρια κωλο πυρκαγια φωτια τωρα φωτια,0.009,0,0,0
Mon Aug 12 22:09:55 +0000 2024,1823119751318491618,Chrisafina,#φωτιά #πυρκαγια  Διασώθηκαν και βρίσκονται στον σταθμό του dogs' voice στο Γαλάτσι. https://t.co/HZOyiAYmFc,24,66,,,,#φωτιά #πυρκαγια Διασώθηκαν και βρίσκονται στον σταθμό του dogs' voice στο Γαλάτσι.,#φωτια #πυρκαγια διασωθηκαν και βρισκονται στον σταθμο του dogs' voice στο γαλατσι.,φωτια πυρκαγια διασωθηκαν βρισκω σταθμος dog s voice γαλατσι,0.971,1,0,1
Mon Aug 12 22:09:21 +0000 2024,1823119611036107077,Kikki,"Δεν έχω βρεθεί σε τέτοια κατάσταση με φωτιά και πραγματικά γενικά δεν είμαι τέρας ψυχραιμίας αλλά  έχω 5 γατιά,και τα 5 θα τα φόρτωνα σε γατοφόρους στο αμάξι και θα έφευγα.Πώς μπορείτε κάποιοι και τα εγκαταλείπετε,δεν σημαίνουν τίποτα για σας, δεν είναι οικογένεια;#φωτια",17,2,,,,"Δεν έχω βρεθεί σε τέτοια κατάσταση με φωτιά και πραγματικά γενικά δεν είμαι τέρας ψυχραιμίας αλλά έχω 5 γατιά,και τα 5 θα τα φόρτωνα σε γατοφόρους στο αμάξι και θα έφευγα.Πώς μπορείτε κάποιοι και τα εγκαταλείπετε,δεν σημαίνουν τίποτα για σας, δεν είναι οικογένεια;#φωτια","δεν εχω βρεθει σε τετοια κατασταση με φωτια και πραγματικα γενικα δεν ειμαι τερας ψυχραιμιας αλλα εχω 5 γατια,και τα 5 θα τα φορτωνα σε γατοφορους στο αμαξι και θα εφευγα.πως μπορειτε καποιοι και τα εγκαταλειπετε,δεν σημαινουν τιποτα για σας, δεν ειναι οικογενεια;#φωτια",βρεθει κατασταση φωτια πραγματικα γενικα τερας ψυχραιμια γατια φορτωνα γατοφορος αμαξι εφευγα μπορω εγκαταλειπετε σημαινω οικογενεια φωτια,0.007,0,0,0
Mon Aug 12 22:08:40 +0000 2024,1823119436729213408,👑Prince Immanuel ♑,Απανθρακωμένη σορός στο Πάτημα Χαλανδρίου. Καθήκια ούτε θα σας συγχωρήσουμε ποτέ #φωτιά,11,0,,,,Απανθρακωμένη σορός στο Πάτημα Χαλανδρίου. Καθήκια ούτε θα σας συγχωρήσουμε ποτέ #φωτιά,απανθρακωμενη σορος στο πατημα χαλανδριου. καθηκια ουτε θα σας συγχωρησουμε ποτε #φωτια,απανθρακωμενη σορος πατημα χαλανδριου καθηκια συγχωρω φωτια,0.306,1,1,1
Mon Aug 12 22:08:34 +0000 2024,1823119411802231253,Chrisafina,#φωτιά #πυρκαγιά  #Χάθηκε στην Νεα Πεντέλη. https://t.co/mITLpF5wMr,44,172,,,,#φωτιά #πυρκαγιά #Χάθηκε στην Νεα Πεντέλη.,#φωτια #πυρκαγια #χαθηκε στην νεα πεντελη.,φωτια πυρκαγια χαθηκε νεα πεντελη,0.987,1,0,0
Mon Aug 12 22:08:21 +0000 2024,1823119358631068053,Milevmaric,@TKoutsandrea Κανένα προτεκτοράτο δεν έπεσε για μια φωτιά. Σε λίγες ημέρες η πολιτική ατζέντα θα έχει αλλάξει πάλι,0,0,,,,Κανένα προτεκτοράτο δεν έπεσε για μια φωτιά. Σε λίγες ημέρες η πολιτική ατζέντα θα έχει αλλάξει πάλι,κανενα προτεκτορατο δεν επεσε για μια φωτια. σε λιγες ημερες η πολιτικη ατζεντα θα εχει αλλαξει παλι,προτεκτορατο επεσε φωτια λιγος ημερα πολιτικη ατζεντα αλλαζω,0.006,0,0,0
Mon Aug 12 22:07:55 +0000 2024,1823119248413343937,red_salute🚩,Μιλαμε για καμμενο άνθρωπο μέσα στον αστικό ιστό της Αθήνας. Τα λογια περίσσεψαν. Η οργή ξεχειλίζει.  Το κράτος σας τρύπησε πατο. ΑΘΛΙΟΙ. #φωτια https://t.co/Sje2kIauDl,254,75,,,,Μιλαμε για καμμενο άνθρωπο μέσα στον αστικό ιστό της Αθήνας. Τα λογια περίσσεψαν. Η οργή ξεχειλίζει. Το κράτος σας τρύπησε πατο. ΑΘΛΙΟΙ. #φωτια,μιλαμε για καμμενο ανθρωπο μεσα στον αστικο ιστο της αθηνας. τα λογια περισσεψαν. η οργη ξεχειλιζει. το κρατος σας τρυπησε πατο. αθλιοι. #φωτια,μιλαμε καμμενος ανθρωπος αστικος ιστος αθηνα λογια περισσεψαν οργη ξεχειλιζω κρατος τρυπησε πατος αθλιοι φωτια,0.008,0,0,0
